# Summary of experimental CRISPR data annotated with enhancer-gene predictions. Each row represents an element-gene pair tested in a CRISPR experiment. 
#
# Column descriptions:
#
# chrPerturbationTarget, startPerturbationTarget, endPerturbationTarget: hg19 coordinates of the tested element
# chrTSS, starts, endTSS: hg19 coordinates of the tested gene
# GeneSymbol: Tested gene symbol
# CellType: Cell type in which the CRISPR experiment was performed
# IncludeInModel: Boolean indicating whether to include this element-gene pair in evaluation of predictors
# Reason: Reason the element-gene pair is not included in evaluation of predictors
# Reference: Study in which the CRISPR experiment was conducted
# RNAReadoutMethod, PerturbMethod: Experimental methods used to perturb enhancer and read out effects on RNA
# EffectSize: Fraction change in gene expression upon CRISPR perturbation
# Padj: pvalue for non-zero effect size adjusted for multiple hypothesis test correction
# Significant: Boolean indicating if padj is statistically significant
# Regulated: Boolean indicating if the element-gene pair is significant and the effect size is negative (ie gene expression decreases upon perturbation of the enhancer)
# PowerAtEffectSize.0.25: Power to detect 25% changes in gene expression
# Distance: genomic distance between the element-gene pair
# Remaining Columns represent the quantitative score of each of the predictors. See methods for details
#
chrPerturbationTarget	startPerturbationTarget	endPerturbationTarget	chrTSS	startTSS	endTSS	GeneSymbol	CellType	IncludeInModel	Reason	Reference	RNAReadoutMethod	PerturbMethod	EffectSize	padj	Significant	Regulated	PowerAtEffectSize.0.25	distance	closestGene.EachGeneIsRegulatedByClosestEnhancer	closestEnhancer.EachEnhRegulatesClosestGene	ABC.ABC.Score	Granja2019.CorrelationCancer	Granja2019.CorrelationHealthy	Granja2019.PvalCancer	Granja2019.PvalHealthy	Sheffield2013.cor	Sheffield2013.pval	Fishilevich2017.GeneHancer.value	ENCODE2012.ENCODE2012.score	Andersson2014.Andersson2014.score	JEME.jeme_score	TargetFinder.TargetFinder_prediction	EnhancerAtlas2.EAGLE_score	Rao2014Loop.Rao2014.Loop	Rao2014TAD.Rao2014.TAD	Roadmap.ConfidenceScore	PCHiC.Javierre.score
chr12	54810925	54811465	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01147259	0.967613756798	FALSE	FALSE	0.999154246973	136722	0	0	0.001535	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	7.2349628826484
chr12	54810925	54811465	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02459907	0.939482661302	FALSE	FALSE	0.995452983837	116374	0	0	0.00142	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	16.9558418547423
chr12	54810925	54811465	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00014105	0.994554336812	FALSE	FALSE	0.999999986947	92322	0	0	0.002015	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	16.9558418547423
chr12	54812800	54813665	chr12	54674473	54674473	HNRNPA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.07282126	0.355809037527	FALSE	FALSE	0.999999999969	138759.5	0	0	0.001759	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	7.2349628826484
chr12	54812800	54813665	chr12	54694821	54694821	NFE2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02289439	0.892737161892	FALSE	FALSE	0.999999919397	118411.5	0	0	0.001627	0.357248376095844	-0.10081603897142	0.000549011034030459	0.408383493582853	-1	1	0	-1	-1	0	0	0	0	1	0	16.9558418547423
chr12	54812800	54813665	chr12	54718873	54718873	COPZ1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00454472	0.974465417009	FALSE	FALSE	1	94359.5	0	0	0.002309	0.354955380558801	-0.024609348495207	0.000596215361851902	0.825099469965688	-1	1	0	-1	-1	0	0	0	0	1	0	16.9558418547423
chr12	54816905	54817445	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.05545467	0.81973110245	FALSE	FALSE	0.999920242537	142702	0	0	0.000654	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54816905	54817445	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03123262	0.892737161892	FALSE	FALSE	0.999344621605	122354	0	0	0.000761	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54816905	54817445	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01372379	0.888814436232	FALSE	FALSE	1	98302	0	0	0.000788	-1	-1	1	1	0.2343867	0.977	0	-1	-1	0	0	0	0	1	0	0
chr12	54816905	54817445	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.002375803	0.991842183927	FALSE	FALSE	0.999999999924	4125	0	1	0.013759	-0.182268571282747	0.445247640271872	0.0733015616576491	0.000441742052578296	0.5233338	0.998	1789.72	-1	0.364	0	0	0	0	1	7.893	0
chr12	54819145	54819885	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.05489076	0.81973110245	FALSE	FALSE	0.999984989039	145042	0	0	0.000327	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54819145	54819885	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.05476956	0.7366905867229999	FALSE	FALSE	0.999938310045	124694	0	0	0.00038	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54819145	54819885	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00307652	0.974465417009	FALSE	FALSE	0.999999999947	100642	0	0	0.000394	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54819145	54819885	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02080828	0.991842183927	FALSE	FALSE	1	6465	0	1	0.006884	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	6.702	0
chr12	54821185	54821825	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.08176257	0.873271418836	FALSE	FALSE	0.831626042045	147032	0	0	0.000394	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54821185	54821825	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.12034893	0.736267733292	FALSE	FALSE	0.833118986495	126684	0	0	0.000373	0.333762176599383	0.404922060920224	0.00124992669660651	0.00140674994714862	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54821185	54821825	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03128973	0.879147233175	FALSE	FALSE	0.99974143651	102632	0	0	0.000468	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54821185	54821825	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.025218803	0.991842183927	FALSE	FALSE	0.999900636698	8455	0	1	0.004712	0.38219182685198	0.267311883852305	0.00021713947029904	0.035779136076134	-1	1	0	-1	-1	0	0	0	0	1	5.519	0
chr12	54822445	54822965	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00449397	0.967613756798	FALSE	FALSE	0.999969471261	148232	0	0	0.00126	-0.0257739068647382	0.408422314062495	0.787850284311747	0.00127706140222351	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54822445	54822965	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.002967	0.998265820297	FALSE	FALSE	0.992791961681	127884	0	0	0.001192	0.199913897446796	0.424475196149941	0.0541522715664696	0.00081195696523125	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54822445	54822965	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0045192	0.974465417009	FALSE	FALSE	1	103832	0	0	0.001494	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54822445	54822965	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.053070988	0.943864635415	FALSE	FALSE	0.999999999998	9655	0	1	0.015067	-1	-1	1	1	0.590005	0.998	0	-1	-1	0	0	0	0	1	4.906	0
chr12	54825905	54826665	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02883383	0.933192253987	FALSE	FALSE	0.999999871664	151812	0	0	0.002519	-0.190383978972277	0.374895140224342	0.0615022281177267	0.00313089959087019	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54825905	54826665	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00277103	0.998265820297	FALSE	FALSE	0.999999028401	131464	0	0	0.002544	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54825905	54826665	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01923748	0.837481255458	FALSE	FALSE	1	107412	0	0	0.002808	0.441411836908612	-0.0430555104871814	1.91925336951137e-05	0.71315990615669	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54825905	54826665	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.044330156	0.943864635415	FALSE	FALSE	1	13235	0	1	0.027493	-1	-1	1	1	0.5112266	0.998	0	-1	-1	0	0	0	0	1	0	0
chr12	54833265	54833765	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02363809	0.967613756798	FALSE	FALSE	0.999688168549	159042	0	0	0.000944	-1	-1	1	1	-1	1	0	-1	-1	0.47	0	0	0	1	0	0
chr12	54833265	54833765	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03750228	0.892737161892	FALSE	FALSE	0.988566387761	138694	0	0	0.000939	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54833265	54833765	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01827793	0.879147233175	FALSE	FALSE	0.999999999987	114642	0	0	0.000974	-1	-1	1	1	-1	1	11.16	-1	-1	0	0	0	0	1	0	0
chr12	54833265	54833765	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.037348528	0.991842183927	FALSE	FALSE	1	20465	0	1	0.006812	-1	-1	1	1	0.5100277	0.998	13.94	-1	-1	0	0	0	0	1	2.708	0
chr12	54842025	54842525	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06122802	0.859327599185	FALSE	FALSE	0.998946294721	167802	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54842025	54842525	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.05386325	0.859766075508	FALSE	FALSE	0.947074164311	147454	0	0	0	-0.147219104374648	0.444760138546925	0.147028670078276	0.000448229914325965	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54842025	54842525	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02601842	0.849777965302	FALSE	FALSE	0.999999999999	123402	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54842025	54842525	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.033128529	0.991842183927	FALSE	FALSE	1	29225	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54856705	54857265	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06560491	0.873271418836	FALSE	FALSE	0.983872356405	182512	0	0	0.000128	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54856705	54857265	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01615725	0.998265820297	FALSE	FALSE	0.990571167253	162164	0	0	0.000152	-0.153703883893331	0.376883765834918	0.130236781456956	0.00297419870326699	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54856705	54857265	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.03672708	0.788270841617	FALSE	FALSE	0.999999993436	138112	0	0	0.000176	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54856705	54857265	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.025892023	0.991842183927	FALSE	FALSE	0.999999975353	43935	0	0	0.000518	-0.198562662687846	0.532523734585778	0.051247468381641	2.58164594536481e-05	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr12	54867136	54867665	chr12	54674473	54674473	HNRNPA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00935913	0.967613756798	FALSE	FALSE	0.999998822851	192927.5	0	0	0.004239	-1	-1	1	1	-1	1	0	-1	-1	0	0	1.663832	0	0	0	0
chr12	54867136	54867665	chr12	54694821	54694821	NFE2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02643871	0.892737161892	FALSE	FALSE	0.999998879878	172579.5	0	0	0.004753	-1	-1	1	1	-1	1	0	-1	-1	0	0	1.677213	0	0	0	0
chr12	54867136	54867665	chr12	54718873	54718873	COPZ1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02283945	0.753598877342	FALSE	FALSE	1	148527.5	0	0	0.004971	0.545331694479067	0.0477973953283406	1.25938105040249e-07	0.722923152701332	-1	1	0	-1	-1	0	0	1.602794	0	0	0	0
chr12	54867136	54867665	chr12	54813050	54813050	ITGA5	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.012160835	0.991842183927	FALSE	FALSE	1	54350.5	0	0	0.015192	0.493117113274588	0.0133512253572419	1.7802225521627e-06	0.935641141714052	-1	1	0	-1	-1	0	0	1.364388	0	0	0	0
chr12	54869225	54869725	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0386774	0.952058897667	FALSE	FALSE	0.980728725276	195002	0	0	0.000125	-1	-1	1	1	-1	1	0	-1	-1	0.8	0	0	0	0	0	0
chr12	54869225	54869725	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00703034	0.998265820297	FALSE	FALSE	0.993185238822	174654	0	0	0.00014	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54869225	54869725	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00214935	0.9824896683580001	FALSE	FALSE	0.999999993108	150602	0	0	0.000146	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54869225	54869725	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.006439306	0.991842183927	FALSE	FALSE	0.999999999903	56425	0	0	0.000446	-0.0839538097768917	0.406148649221989	0.403786145351064	0.00135998122169826	-1	1	0	-1	-1	0.45	0	0	0	0	0	0
chr12	54879405	54880445	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01565635	0.967613756798	FALSE	FALSE	0.964832008546	205452	0	0	0.000205	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54879405	54880445	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0039079	0.998265820297	FALSE	FALSE	0.907278397441	185104	0	0	0.00023	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54879405	54880445	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.08419186	0.391935418667	FALSE	FALSE	0.999993620225	161052	0	0	0.000265	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54879405	54880445	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.040801464	0.991842183927	FALSE	FALSE	0.999999998369	66875	0	0	0.000644	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54883625	54884165	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.04128914	0.967613756798	FALSE	FALSE	0.947329021598	209422	0	0	9.5e-05	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54883625	54884165	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.06856193	0.859766075508	FALSE	FALSE	0.981418154319	189074	0	0	0.000106	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54883625	54884165	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.05282291	0.6874598383920001	FALSE	FALSE	0.999999999898	165022	0	0	0.000122	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54883625	54884165	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.009332388	0.991842183927	FALSE	FALSE	0.999999952727	70845	0	0	0.000297	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54891165	54891744	chr12	54674473	54674473	HNRNPA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0177556	0.967613756798	FALSE	FALSE	0.999892303974	216981.5	0	0	0.001431	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54891165	54891744	chr12	54694821	54694821	NFE2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.0428632	0.866203130695	FALSE	FALSE	0.999240191729	196633.5	0	0	0.001806	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54891165	54891744	chr12	54718873	54718873	COPZ1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04494231	0.533769074165	FALSE	FALSE	1	172581.5	0	0	0.001503	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54891165	54891744	chr12	54813050	54813050	ITGA5	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00457407	0.991842183927	FALSE	FALSE	1	78404.5	0	0	0.003977	-1	-1	1	1	-0.520144	0.002	0	-1	-1	0.46	0	0	0	0	0	0
chr12	54892085	54892805	chr12	54674473	54674473	HNRNPA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.0224568	0.967613756798	FALSE	FALSE	0.967147806187	217972	0	0	0.000481	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54892085	54892805	chr12	54694821	54694821	NFE2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02878353	0.905911734903	FALSE	FALSE	0.99641774369	197624	0	0	0.000607	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54892085	54892805	chr12	54718873	54718873	COPZ1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02401593	0.849777965302	FALSE	FALSE	0.999999999393	173572	0	0	0.000506	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54892085	54892805	chr12	54813050	54813050	ITGA5	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.022734882	0.991842183927	FALSE	FALSE	1	79395	0	0	0.001338	-1	-1	1	1	-0.3983353	0.02	0	-1	-1	0	0	0	0	0	0	0
chr12	54920785	54921305	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.040201	0.8753071913299999	FALSE	FALSE	0.999994961643	246572	0	0	0.000138	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54920785	54921305	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00156484	0.998265820297	FALSE	FALSE	0.998410461726	226224	0	0	0.000132	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54920785	54921305	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02688128	0.76471822166	FALSE	FALSE	1	202172	0	0	0.000176	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54920785	54921305	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.031621522	0.991842183927	FALSE	FALSE	1	107995	0	0	0.000428	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54926925	54927565	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00887628	0.967613756798	FALSE	FALSE	0.999031219039	252772	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54926925	54927565	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04557876	0.885479725606	FALSE	FALSE	0.994959341296	232424	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54926925	54927565	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0091784	0.974465417009	FALSE	FALSE	0.999999545754	208372	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54926925	54927565	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.062415579	0.943864635415	FALSE	FALSE	0.999999999998	114195	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954065	54954585	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.04283437	0.873271418836	FALSE	FALSE	0.99962327719	279852	0	0	0.000613	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954065	54954585	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.03795852	0.866203130695	FALSE	FALSE	0.999464277725	259504	0	0	0.00063	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954065	54954585	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01597458	0.879147233175	FALSE	FALSE	1	235452	0	0	0.000604	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954065	54954585	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.006418076	0.991842183927	FALSE	FALSE	1	141275	0	0	0.001513	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954977	54955477	chr12	54674473	54674473	HNRNPA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06646378	0.782259150499	FALSE	FALSE	0.999999249799	280754	0	0	0.000166	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954977	54955477	chr12	54694821	54694821	NFE2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.08316852	0.36129179479699997	FALSE	FALSE	0.999922705304	260406	0	0	0.000148	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954977	54955477	chr12	54718873	54718873	COPZ1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01884612	0.849777965302	FALSE	FALSE	1	236354	0	0	0.000166	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54954977	54955477	chr12	54813050	54813050	ITGA5	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.018168672	0.991842183927	FALSE	FALSE	1	142177	0	0	0.00046	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54973425	54973925	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01302337	0.967613756798	FALSE	FALSE	0.999996831145	299202	0	0	9.8e-05	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54973425	54973925	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02119416	0.956600420613	FALSE	FALSE	0.999999234899	278854	0	0	0.000109	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54973425	54973925	chr12	54718873	54718873	COPZ1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02402679	0.76471822166	FALSE	FALSE	1	254802	0	0	0.000105	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54973425	54973925	chr12	54813050	54813050	ITGA5	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.006295724	0.991842183927	FALSE	FALSE	1	160625	0	0	0.000272	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54990145	54990645	chr12	54674473	54674473	HNRNPA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06580002	0.81973110245	FALSE	FALSE	0.998089668418	315922	0	0	7.8e-05	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr12	54990145	54990645	chr12	54694821	54694821	NFE2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.03442988	0.892737161892	FALSE	FALSE	0.998806554438	295574	0	0	7.8e-05	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
